1575.82	0	476.502	0	1411.99	542.01	1229.39	1800.8	857.464	2329.26	886.012	1681.16	1249.17	2304.81	1070.08	934.247	990.117	177.347	1952.05	1573.86	1232.16	161.018	1156.44	2339.3	374.517	928.773	1.74377	0	1228.13	2653.93	2558.03
1950.16	0	1278.54	360.17	2250.99	509.571	939.528	3188.04	1924.77	3704.54	1353.97	0	557.288	1147.99	1351.69	45.2677	0	759.386	1098.57	952.779	1184.76	760.247	503.283	1770.98	1388.72	765.956	2023.46	1278.26	487.761	748.377	2365.96
1240.42	1825.66	1472.07	1171.04	1033.32	1395.14	1639.12	546.202	723.051	858.968	2103.79	1451.84	247.146	901.188	1388.46	949.667	1170.57	1407.39	3231.15	207.405	231.997	3301.73	1938.14	1440.78	633.227	2684.01	1703.1	2321.16	1010.6	342.921	2224.95
181.87	216.048	368.188	1049.3	0	1326.24	1809.3	317.371	747.256	301.217	230.478	587.847	1792.73	1144.23	2387.9	0	0	2311.62	1271.84	0	919.691	720.617	902.238	629.853	770.569	2203.86	704.278	1820.51	3134.34	1830.56	1454.38
913.152	1615.25	2514.06	1390.76	415.093	1225.92	817.356	0	426.779	1065.61	150.494	1275	630.564	929.068	469.633	111.841	1365.67	902.304	1451	1222.22	1236.85	1144.38	1788.41	0	1074.36	1552.19	2430.3	1309.6	1575.31	1091.21	2074.69
2415.17	858.439	1450.12	1265.5	1549.92	0	709.561	695.315	1086.84	0	904.547	1754.07	1407.69	0	1290.06	616.154	1849.42	231.888	300.1	889.681	965.261	2139.82	1074.06	474.548	1547.94	1285.43	2719.42	950.648	1258.27	1675.16	2425.1
1e4	0	1400.62	583.521	1048.25	1195.94	1836.22	2065.25	710.814	2115.75	1272.49	0	1840.16	1507.15	1766.38	971.593	1053.99	1829.1	686.541	1002.64	589.581	1417.89	2742.48	2701.16	923.9	1322.44	1663.85	3855.59	4460.98	1999.59	212.462
2503.74	1371.47	3729.72	1443.81	840.358	407.455	1337.36	528.051	0	2299.16	139.227	1154.4	1161.61	1044.91	1119.11	1603.02	0	805.523	510.419	1963.75	200.109	504.997	0	800.377	934.558	1422.12	788.027	428.375	1955.36	249.586	1951.17
5769.42	1432.87	919.496	1941.54	280.067	509.04	915.11	320.999	889.671	698.762	563.681	1722.11	1355.52	1593.52	1029.29	571.93	1120.48	1102.17	3456.06	669.871	445.459	1101.78	1274.25	501.669	2534.1	1678.57	1006.92	105.253	905.218	0	1027.24
862.916	482.026	1596.24	525.552	1531.23	946.069	1067.86	1196.64	194.282	839.075	0	1437.3	853.358	0	423.426	1892.25	1006.83	1917.77	1546.75	296.255	868.9	2406.25	2289.39	351.961	3948.18	747.627	1635.04	2786.02	2732.78	356.846	646.795
1328.86	1311.61	1480.66	713.013	579.434	1314.44	1753.79	2639.73	36.1467	372.664	605.51	12.2067	1394.54	509.388	807.4	1699.51	376.828	456.965	1473.43	1043.47	847.943	995.954	2940.9	361.624	475.255	1678.42	685.62	1153.46	12.846	1091.46	1457.64
678.316	1135.24	2076.36	12.2872	1067.65	84.3177	668.998	109.119	1064.8	1108.34	354.699	1331.95	269.085	603.442	1604.35	1921.72	0	0	1347.94	965.117	1947.81	875.021	2188.16	642.377	0	744.418	1.3662	0	2093.64	451.466	189.246
349.474	705.685	0	919.687	700.082	566.104	1286.12	2015.1	369.908	1173.21	2630.26	1587.3	571.709	207.282	0	3413.45	980.308	942.252	1241.58	1937.35	729.064	2593.94	945.294	1404.82	1786.86	1046.06	2393.7	1567.89	2466.61	4155.55	2084.15
721.09	666.923	474.145	1047.19	597.826	0	1525.84	739.413	1467.08	0	1088.62	1045.07	1470.38	668.545	1327.1	1838.62	2138.63	419.93	1075.13	939.517	482.494	329.762	1156.19	0	277.531	1703.33	1248.34	1216.73	6905.48	2246.66	2323.05
152.439	347.33	585.655	393.985	2063.18	2890.67	1065.21	2997.63	1545.29	326.671	1372.87	0	447.864	2359.38	1535.8	772.325	436.653	1745.2	1205.14	1822.44	3292.12	764.026	1478.1	1525.49	0	6352.16	934.392	0	2026.74	695.447	1809.04
743.622	1540.77	687.691	787.537	847.396	1458.14	2036.62	441.531	628.105	0	1706.58	761.872	213.517	1931.12	727.983	828.155	1707.85	1457.77	799.293	369.246	3632.97	2979.71	2812.3	1505.24	1474.72	915.261	2133.98	1284.32	1003.39	1204.12	2589.4
281.734	1406.22	1012.79	1800.22	1694.5	467.728	607.767	770.224	863.512	0	826.854	986.657	1050.73	1927.07	447.685	672.669	1426.31	2955.62	2493.51	1140.25	592.447	834.352	361.295	374.617	916.174	1638.32	2203.17	382.942	1625.5	1448.92	2011.62
1473.07	1870.81	1053.96	728.223	336.289	0	964.882	1213.3	1065.02	0	1201.09	757.316	1236.64	1531.66	0	797.982	223.432	0	695.966	2033	715.676	0	1909.54	0	1654.48	1491.34	1121.66	543.574	181.238	388.945	2723.69
1255.94	1112.2	447.411	930.954	502.812	723.923	2805.11	1436.46	1262.19	1141.07	1651.76	0	1273.22	1053.57	536.234	662.28	1530.93	207.574	1266.34	1862.37	2406.73	275.54	996.226	2170.15	1862.24	1157.25	1778.09	807.255	0	1183.24	620.826
1135.75	1367.24	124.924	1001.33	0	928.302	773.85	935.432	907.85	1140.91	0	453.972	1604.59	4563.23	457.204	869.887	0	98.5222	1206.78	2255.55	3483.75	2299.82	1552.52	901.14	1005.3	665.843	1158.72	1675.17	636.679	945.651	2279.14
2787.05	678.279	281.148	636.483	1188.39	1993.18	1237.98	1974.43	1954.81	270.765	674.373	0	1200.48	3590.19	0	30.3831	556.477	1154.01	915.79	0	734.326	2353.39	819.202	1004.7	619.657	340.375	33.5264	1837.4	1491.62	0	747.663
