1342.42	815.995	1568.15	7231.98	814.461	914.471	144.487	1516.44	865.848	1429.54	1295.71	1625.98	2472.64	1082.3	2325.63	3453.26	1673.61	2056.72	526.188	773.432	1259.78	1421.5	445.06	495.248	821.148	1965.51	1307.27	886.283	1496.18	214.779	705.608
1141.87	415.525	1890.44	3331.73	1224.07	453.82	1239.37	2801.14	1438.01	1275.91	1012.55	1078.05	1007.22	1561.03	826.642	6800.64	2975.46	0	1165.45	1135.56	2372.85	1353.99	791.674	1889.36	1642.71	1971.09	1080.86	1132.88	2168.16	1565.38	1567.77
1790.14	1113.21	1089.91	1768.45	1421.52	2463.32	765.128	445.524	885.448	539.803	1272.46	5177.36	1240.86	693.894	1745.61	2336.18	4081.76	726.285	1542.58	1444.32	1076.63	2324.38	1760.81	1457.57	0	1375.55	2959.18	5210.12	1010.31	738.968	379.154
560.399	750.578	78.1778	6605.99	2849.33	2260.09	525.113	0	1169.55	1126.07	742.791	846.838	1305.55	1394.56	1234.21	832.14	1131.74	410.226	1497.01	1656.36	2261.96	599.997	331.767	1093.37	4550.46	2715.29	1504.38	2028.83	1697.75	935.83	1679.17
1e4	792.067	1422.69	1001.55	470.376	0	602.396	938.977	314.153	1342.28	579.459	1292.97	1909.24	886.455	677.475	0	2825.05	4266.61	0	1894.29	3521.06	2901.33	1474.23	1161.11	950.695	72.1741	1411.3	989.349	1067.93	1487.99	3104.86
885.509	622.186	0	645.48	956.984	611.077	410.844	1603.15	1075.4	2246.75	1715.42	867.891	887.646	2340.75	7735.2	1840.56	1924.12	2279.44	557.869	2018.01	510.151	3033.3	2977.1	2045.19	72.96	1276.43	1284.08	0	2727.71	3038.27	3600.07
1272.6	679.025	596.7	2618.9	2425.63	1320.52	841.994	881.998	485.559	0	3040.25	3279.64	1512.45	1757.88	7216.53	1677.6	847.45	322.526	2512.09	269.958	76.2954	1394.01	1023.95	885.413	858.907	3319.13	931.075	1624.25	2599.37	0	3508.22
1252.89	1821.55	902.183	992.447	96.3887	0	431.095	1242.56	479.842	0	1398.09	1289.51	1558.14	873.2	655.037	963.77	1085.34	1033.7	1333.52	0	704.111	1018.75	1202.58	1523.89	4539.98	0	4874.75	588.991	1160.44	677.207	1537.43
846.312	930.577	0	2346.41	623.897	498.435	841.068	0	975.735	1643.33	855.395	725.681	806.742	0	716.446	776.308	1141.26	1725.89	560.377	3395.97	2407.14	6189.85	947.412	2520.58	0	2774.15	3389.48	2623.92	1801.22	3275.65	1417.11
1048.34	1641.3	0	0	305.199	983.57	1266.4	1162.29	1350.34	1997.91	1209.75	290.945	0	0	2038.67	915.847	6428.88	1493.91	773.722	1121.5	667.361	2015.25	1356.94	2228.21	506.186	2918.95	2751.72	1879.34	1325.36	636.132	2351.47
1008.56	916.104	0	2358.52	1175.9	2140.54	1893.33	2352.17	0	643.051	1875.88	1555.32	1428.73	534.301	0	6144.75	1843.05	2747.09	2239.13	2185.85	68.4931	1447.2	2062.7	873.783	4026.06	981.767	152.95	1340.5	5038.3	2020.92	2010.89
