589.486	1663.71	1731.6	1625.14	1017.04	806.015	1732.74	3201.12	1612.93	613.35	1848.86	1613.96	1969.35	834.555	1141.77	3400.36	1394.11	849.39	812.458	1429.52	648.64	1686.23	892.3	1119.65	294.414	1775.2	984.472	1097.93	1813.82	2155.78	1107.27
1263.35	1702.05	2113.32	1026.57	1428.22	1426.73	2507.17	2190.79	1737.18	1452.2	802.393	252.301	817.301	2113.31	623.186	1112.23	1734.24	1716.49	829.307	1432.4	1580.04	2969.89	1436.86	1751	391.495	742.78	4128.27	1824.23	1514.95	1826.18	2013.51
554.49	1772.3	931.766	1099.7	1725.71	715.235	1177.29	554.668	1737.53	1616.49	2141.67	1086.17	1055.69	1347.23	1099.47	0	1256.14	2363.14	1786	2046.22	859.16	1755.57	1084.18	1459.03	1286.82	1828.97	3479.17	1081.74	1334.02	1707.59	3219.3
620.08	451.81	1422.54	807.129	2540.51	1187.84	3887.88	1692.34	742.314	1115.14	2252.17	2047.75	2604.93	2156.91	1496.07	1204.02	1146.45	1513.09	1708.65	1047.62	1352.04	1193.17	1459.79	2172.23	1386.3	2369.01	1408.24	1274.36	802.522	1506.37	1691.12
670.77	1778.04	1197.63	581.205	1664.41	1053.45	1259.33	1266.16	385.73	973.031	1283.49	1314.06	1452.74	874.945	1252.32	1812.34	1425.73	1683.48	1768.32	667.51	4822.33	2584	1036.76	1706.64	2297.89	1465.66	395.029	852.929	1060.96	1256.78	1638.46
1379.02	1102.75	2044.18	1e4	1539.71	2209.57	703.665	1631.13	998.968	1028.09	1556.69	1680.06	1124.12	1468.07	2046.84	835.455	288.191	1715.31	1743.2	1488.2	1949.42	1797.3	1977.11	3884.9	1798.75	1880.74	1251.99	644.864	2123.51	993.225	731.25
743.8	634.83	898.85	455.187	983.992	1336.59	2469.88	1804.86	1371.12	337.143	1246.84	1055.3	1401.75	703.06	955.703	992.829	378.661	531.159	1302.75	1585.24	917.809	500.781	1346.54	1529.92	2194.69	1173.1	1187.54	1249.51	1625.2	431.507	2934.56
970.722	1459.32	1435.3	972.546	541.135	736.995	1955.44	2015.28	2558.56	2537.8	1105.15	1200.25	1672.05	856.107	872.495	1550.7	1595.93	1293.4	1459.6	2015.33	1431.67	1791.34	1174.87	299.433	1069.96	2351.49	1633.57	1148	2067.49	1093.42	1987.33
1637.77	926.92	1852.48	262.791	1104.95	499.899	679.808	2094.03	1071.23	2882.69	2464.93	1555.32	647.264	2281.8	1271.61	1889.7	590.885	1545.77	1147.21	2043.99	1973.78	1245.29	1401.6	1789.63	1735.87	2149.64	2706.21	1663.14	1126.36	1457.23	1795.66
2194.92	1450.83	2722.59	562.31	1044.43	315.147	977.926	340.956	1164.59	674.975	1643.07	1138.41	1914.31	1670.16	1733.32	2423.99	1011.2	867.395	2547.04	1842.22	1803.91	2317.56	1856.92	757.36	1458.43	742.105	1042.24	1483.95	1332.36	1481.91	1862.93
